PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Total Spend,Delivery Days,Order Month,Negotiation Savings,Defect Rate %
PO-00732,Delta_Logistics,25-03-2022,11-04-2022,Packaging,Partially Delivered,1350,85.06,82.34,,No,114831,17,Mar-22,3672,0%
PO-00733,Epsilon_Group,27-04-2023,05-05-2023,Packaging,Delivered,1070,44.4,40.07,26,Yes,47508,8,Apr-23,4633.1,2%
PO-00734,Beta_Supplies,20-01-2022,03-02-2022,Packaging,Pending,810,71.02,66.8,73,Yes,57526.2,14,Jan-22,3418.2,9%
PO-00735,Delta_Logistics,07-07-2023,23-07-2023,Packaging,Cancelled,725,66.4,62.1,118,Yes,48140,16,Jul-23,3117.5,16%
PO-00736,Alpha_Inc,23-02-2022,28-02-2022,Electronics,Delivered,1467,34.2,30.5,25,Yes,50171.4,5,Feb-22,5427.9,2%
PO-00737,Beta_Supplies,25-12-2022,12-01-2023,Packaging,Delivered,1942,93.98,81.31,198,Yes,182509.16,18,Dec-22,24605.14,10%
PO-00738,Gamma_Co,18-08-2022,,Office Supplies,Delivered,506,84.63,72.69,20,Yes,42822.78,-44791,Aug-22,6041.64,4%
PO-00739,Alpha_Inc,28-10-2023,13-11-2023,MRO,Delivered,969,76.53,75.64,30,Yes,74157.57,16,Oct-23,862.41,3%
PO-00740,Delta_Logistics,12-03-2022,19-03-2022,MRO,Delivered,241,87.42,82.15,,Yes,21068.22,7,Mar-22,1270.07,0%
PO-00741,Gamma_Co,30-10-2023,09-11-2023,Raw Materials,Delivered,788,97.3,94.44,32,Yes,76672.4,10,Oct-23,2253.68,4%
PO-00742,Gamma_Co,11-02-2022,13-02-2022,Office Supplies,Delivered,1762,74.12,65.71,94,Yes,130599.44,2,Feb-22,14818.42,5%
PO-00743,Alpha_Inc,01-02-2022,,Raw Materials,Pending,1172,85.76,81.43,25,Yes,100510.72,-44593,Feb-22,5074.76,2%
PO-00744,Delta_Logistics,11-09-2022,30-09-2022,Office Supplies,Delivered,1621,75.68,73.78,226,No,122677.28,19,Sep-22,3079.9,14%
PO-00745,Alpha_Inc,24-07-2022,26-07-2022,Packaging,Delivered,1027,73.35,65.42,24,No,75330.45,2,Jul-22,8144.11,2%
PO-00746,Beta_Supplies,21-01-2022,,Raw Materials,Delivered,1058,65.68,57.21,101,Yes,69489.44,-44582,Jan-22,8961.26,10%
PO-00747,Beta_Supplies,29-09-2023,05-10-2023,Packaging,Delivered,145,85.52,81.86,11,No,12400.4,6,Sep-23,530.7,8%
PO-00748,Epsilon_Group,06-06-2022,,Office Supplies,Delivered,1737,24.88,24.28,46,Yes,43216.56,-44718,Jun-22,1042.2,3%
PO-00749,Gamma_Co,02-09-2022,15-09-2022,Electronics,Delivered,712,92.85,89.39,43,Yes,66109.2,13,Sep-22,2463.52,6%
PO-00750,Epsilon_Group,10-05-2022,16-05-2022,Electronics,Delivered,1263,90.24,86.84,28,Yes,113973.12,6,May-22,4294.2,2%
PO-00751,Delta_Logistics,30-04-2023,,Electronics,Delivered,1809,13.58,12.68,,No,24566.22,-45046,Apr-23,1628.1,0%
PO-00752,Beta_Supplies,17-11-2023,,Electronics,Cancelled,86,93.6,88.22,5,Yes,8049.6,-45247,Nov-23,462.68,6%
PO-00753,Epsilon_Group,28-04-2022,,MRO,Delivered,1853,21.92,20.72,,Yes,40617.76,-44679,Apr-22,2223.6,0%
PO-00754,Beta_Supplies,01-08-2023,02-08-2023,Electronics,Delivered,1442,43.98,41.82,140,No,63419.16,1,Aug-23,3114.72,10%
PO-00755,Beta_Supplies,12-08-2022,01-09-2022,Office Supplies,Pending,1768,79.61,74.97,207,No,140750.48,20,Aug-22,8203.52,12%
PO-00756,Beta_Supplies,22-04-2023,03-05-2023,Electronics,Partially Delivered,1598,26.3,26.03,154,No,42027.4,11,Apr-23,431.46,10%
PO-00757,Alpha_Inc,18-12-2023,05-01-2024,MRO,Cancelled,328,93.23,82.63,6,Yes,30579.44,18,Dec-23,3476.8,2%
PO-00758,Epsilon_Group,20-09-2022,25-09-2022,Packaging,Delivered,266,88.29,80.22,4,Yes,23485.14,5,Sep-22,2146.62,2%
PO-00759,Gamma_Co,13-01-2023,28-01-2023,Raw Materials,Delivered,916,59.01,53.37,47,Yes,54053.16,15,Jan-23,5166.24,5%
PO-00760,Epsilon_Group,21-06-2022,25-06-2022,Packaging,Cancelled,922,10.84,9.27,29,Yes,9994.48,4,Jun-22,1447.54,3%
PO-00761,Gamma_Co,13-09-2023,28-09-2023,Packaging,Delivered,1871,39.42,37.41,101,No,73754.82,15,Sep-23,3760.71,5%
PO-00762,Epsilon_Group,14-09-2023,20-09-2023,Raw Materials,Delivered,1346,72.08,67.04,38,Yes,97019.68,6,Sep-23,6783.84,3%
PO-00763,Epsilon_Group,28-04-2022,09-05-2022,Electronics,Delivered,1954,99.78,87.47,57,Yes,194970.12,11,Apr-22,24053.74,3%
PO-00764,Beta_Supplies,17-06-2022,06-07-2022,Electronics,Delivered,111,68.53,65.22,11,Yes,7606.83,19,Jun-22,367.41,10%
PO-00765,Gamma_Co,15-11-2022,22-11-2022,Office Supplies,Pending,645,35.05,30.88,27,Yes,22607.25,7,Nov-22,2689.65,4%
PO-00766,Gamma_Co,21-04-2022,04-05-2022,Electronics,Cancelled,1953,68.07,62.95,87,Yes,132940.71,13,Apr-22,9999.36,4%
PO-00767,Gamma_Co,16-08-2023,02-09-2023,Electronics,Delivered,778,64.17,61.6,47,Yes,49924.26,17,Aug-23,1999.46,6%
PO-00768,Epsilon_Group,27-01-2022,09-02-2022,Office Supplies,Delivered,1415,80.19,78.34,,Yes,113468.85,13,Jan-22,2617.75,0%
PO-00769,Gamma_Co,16-11-2022,22-11-2022,Raw Materials,Delivered,446,20.61,19.46,14,Yes,9192.06,6,Nov-22,512.9,3%
PO-00770,Epsilon_Group,13-08-2023,,Office Supplies,Delivered,748,85.95,79.16,32,Yes,64290.6,-45151,Aug-23,5078.92,4%
PO-00771,Alpha_Inc,25-11-2023,03-12-2023,Electronics,Pending,1092,65.17,63.11,21,Yes,71165.64,8,Nov-23,2249.52,2%
PO-00772,Beta_Supplies,20-01-2023,02-02-2023,Electronics,Delivered,226,102.47,99.16,28,Yes,23158.22,13,Jan-23,748.06,12%
PO-00773,Delta_Logistics,11-02-2023,20-02-2023,Electronics,Delivered,1685,43.42,42.24,262,Yes,73162.7,9,Feb-23,1988.3,16%
PO-00774,Alpha_Inc,23-07-2022,,Office Supplies,Delivered,445,68.94,60.35,7,Yes,30678.3,-44765,Jul-22,3822.55,2%
PO-00775,Gamma_Co,19-03-2022,07-04-2022,Raw Materials,Delivered,494,94.82,81.89,29,Yes,46841.08,19,Mar-22,6387.42,6%
PO-00776,Beta_Supplies,30-08-2023,11-09-2023,MRO,Delivered,1306,21.05,18.27,128,Yes,27491.3,12,Aug-23,3630.68,10%
PO-00777,Beta_Supplies,09-12-2023,11-12-2023,Office Supplies,Delivered,1988,105.2,93.23,187,Yes,209137.6,2,Dec-23,23796.36,9%
